"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM",112,0.497890750990533,1.14621656650368,0.184346035015448,0.368692070030896,0.368692070030896,6798,"tags=38%, list=19%, signal=31%","ABCA8/RXRG/ABCA9/LIPE/DIO2/ABCA6/FADS2/RXRA/NR3C2/BMP6/ABCA3/EPHX2/ISOC1/CYP46A1/AR/SLC23A2/PEX6/DHCR24/ABCA2/NEDD4/PEX19/PNPLA8/CYP7B1/PEX1/ALDH9A1/ABCA4/EFHC1/SCP2/PEX12/PEX11A/HSD17B4/ABCA1/SLC29A1/LONP2/ABCD3/MLYCD/NR1H4/FDXR/IDI1/RBP1/ALDH8A1/PEX7",0.0978773277424561
"HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEDGEHOG_SIGNALING",36,0.548366883898836,1.14018588945727,0.24578313253012,0.438898450946644,0.438898450946644,6177,"tags=53%, list=17%, signal=44%","CNTFR/OPHN1/AMOT/ADGRG1/UNC5C/CDK6/TLE1/DPYSL2/VLDLR/RASA1/CRMP1/NRP1/VEGFA/NF1/PTCH1/NKX6-1/L1CAM/CDK5R1/SLIT1",0.0902635484340068
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",96,0.483765562773801,1.11003959903375,0.264957264957265,0.453778677462888,0.453778677462888,8378,"tags=52%, list=23%, signal=40%","TSPAN8/EGFR/DST/TPD52/ATP7A/DOP1A/KIF1B/IGF2R/YIPF6/RAB22A/ARFGEF2/ATP1A1/SCAMP1/CLCN3/GNAS/RPS6KA3/USO1/SGMS1/AP1G1/NAPG/GBF1/RAB14/M6PR/ABCA1/GALC/MON2/VAMP3/AP2B1/OCRL/DNM1L/ANP32E/ADAM10/STX16/ZW10/STX7/COG2/ARFGAP3/COPB2/AP3B1/RAB5A/ARFGEF1/MAPK1/SCRN1/AP3S1/SEC24D/VPS4B/VPS45/TMED2/STX12/ERGIC3",0.0795564677235957
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",200,0.46374038105162,1.1034765346175,0.234817813765182,0.434847803268856,0.434847803268856,5124,"tags=36%, list=14%, signal=31%","ADCY1/ELOVL2/RET/EGR3/HES1/KAZN/FOS/INHBB/CYP26B1/OLFM1/MAPT/KLF4/DHRS2/SLC37A1/SCARB1/SYNGR1/WFS1/ABLIM1/DLC1/ADD3/SLC7A2/TIAM1/KLF10/NRIP1/RPS6KA2/RHOBTB3/NPY1R/TUBB2B/CELSR2/ABCA3/TFF3/DEPTOR/SH3BP5/MED13L/SLC22A5/AR/GFRA1/FLNB/MAST4/MYBL1/IL6ST/KDM4B/TOB1/HSPB8/RARA/PODXL/SVIL/RAPGEFL1/PGR/HR/BCL2/AKAP1/CXCL12/ANXA9/SLC24A3/TPD52L1/SLC26A2/FASN/MED24/CHPT1/KCNK5/ABAT/TGIF2/AFF1/ADCY9/FDFT1/P2RY2/PEX11A/THSD4/INPP5F/RBBP8",0.083129129135339
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",199,-0.337624567768831,-1.097443291846,0.14197308574078,0.295777261959958,0.295777261959958,5199,"tags=39%, list=14%, signal=34%","MRPL15/NDUFB5/COX7C/MAOB/COX6A1/NDUFS3/ATP5F1A/VDAC1/ATP5MG/NDUFA8/MDH1/MTX2/ECHS1/COX4I1/ATP5F1C/CYB5A/NDUFV1/NDUFA6/MRPS12/TIMM10/MRPL11/ISCU/IDH2/NDUFS8/FDX1/UQCRC1/ATP6V1E1/AIFM1/TIMM9/DECR1/IDH1/NDUFB6/MGST3/UQCRFS1/COX6C/ATP5PD/SURF1/NDUFS6/COX7A2L/NDUFB2/SLC25A5/OXA1L/UQCRQ/NDUFB1/ATP5MC1/SLC25A20/NDUFB8/ATP5ME/ACAA1/NDUFB3/ATP6V1D/TIMM17A/CYC1/POLR2F/ATP5MF/ATP6V1F/ATP6AP1/COX17/ETFB/TIMM8B/PDHX/COX5A/UQCR10/BAX/ATP5MC2/RHOT2/COX6B1/ATP5F1E/LDHB/NDUFA3/ATP6V0B/NDUFA1/IDH3G/GPI/UQCRB/TCIRG1/ATP6V0E1/LDHA",0.249246554383295
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",200,0.458209938941991,1.09031677251053,0.272267206477733,0.453778677462888,0.453778677462888,5230,"tags=37%, list=14%, signal=32%","MEST/CKB/CACNA2D2/RET/PLAC1/EGR3/FOS/FGFR3/CYP26B1/TOP2A/SCUBE2/OLFM1/MAPT/LAMC2/KLF4/DHRS2/SCARB1/KIF20A/WFS1/ALDH3A2/ADD3/TIAM1/NRIP1/RPS6KA2/DLG5/NPY1R/CELSR2/ABCA3/TFF3/ATP2B4/PLK4/ZFP36/SLC22A5/FLNB/STIL/RABEP1/IL6ST/TOB1/HSPB8/HSPA4L/PRKAR2B/NMU/CAV1/IMPA2/ACOX2/RAPGEFL1/PGR/HR/BCL2/CXCL12/ANXA9/SLC24A3/TH/LARGE1/TPD52L1/SLC26A2/MDK/HOMER2/CHPT1/KCNK5/LTF/AFF1/XRCC3/PLXNB1/CDC6/FDFT1/ASS1/JAK1/EMP2/AGR2/RBBP8/CDC20/SLC29A1/GINS2",0.0753093764172773
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",160,-0.343412768765177,-1.09025577745354,0.0824357747263291,0.196275654110307,0.196275654110307,2156,"tags=23%, list=6%, signal=22%","CASP4/SAT1/CASP1/AIFM3/CD38/CCND2/KRT18/BAX/DAP3/RHOT2/LUM/HSPB1/CD69/HMOX1/LGALS3/IFITM3/GNA15/PRF1/GADD45B/CD14/ENO2/BCAP31/NEFH/PLCB2/DDIT3/IER3/GPX1/PMAIP1/IGFBP6/IL18/CD2/LEF1/TIMP1/BGN/TSPO/CD44/TNFRSF12A",0.287805130535564
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING",42,0.518808423707706,1.08406929977937,0.342989571263036,0.535921205098494,0.535921205098494,7649,"tags=52%, list=21%, signal=41%","NOTCH4/NOTCH1/DLL1/JAG1/DVL2/GNAI1/NKD1/HDAC2/SKP2/JAG2/PPARD/MAML1/NCSTN/WNT5B/ADAM17/TCF7/PTCH1/TP53/HDAC11/HEY1/HDAC5/CSNK1E",0.0704500850658419
"HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS",134,0.464995513182983,1.08233486645131,0.307533539731682,0.496021838276907,0.496021838276907,7063,"tags=37%, list=19%, signal=30%","TTK/SPATA6/SHE/CDK1/GSTM3/BUB1/SLC12A2/SIRT1/STRBP/NEK2/SNAP91/NCAPH/AURKA/HSPA4L/MAST2/DCC/BRAF/SCG3/EZH2/KIF2C/RAD17/MTOR/JAM3/CCNB2/STAM2/YBX2/CNIH2/GMCL1/HSPA1L/TOPBP1/COIL/CCT6B/DMC1/PIAS2/NPHP1/PACRG/HSPA2/MLLT10/CDKN3/DBF4/DDX25/TCP11/PRKAR2A/SEPTIN4/PHF7/ZC3H14/ARL4A/TSN/CFTR/IP6K1",0.070113215764256
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",200,-0.329022053790753,-1.056616309356,0.196510824139901,0.377905431038271,0.377905431038271,4392,"tags=31%, list=12%, signal=27%","PSMC4/HNRNPC/ERH/CCT5/EIF2S2/SSB/TRIM28/AIMP2/MCM5/MRPS18B/PSMD1/RPL18/SRM/EIF3B/ACP1/CLNS1A/RPS10/RANBP1/IMPDH2/PSMA4/HSP90AB1/KARS1/RSL1D1/PPM1G/APEX1/PABPC1/NOP56/NHP2/NCBP2/PPIA/PRPF31/SNRPD2/RPS6/GNL3/SSBP1/RPS2/RPL14/PGK1/RPS5/NPM1/CDK4/EIF3D/CYC1/XPOT/SNRPG/RPS3/EEF1B2/COX5A/RPL34/NOP16/HPRT1/RRP9/PSMB3/EXOSC7/MYC/PA2G4/HSPE1/PSMA1/PRDX4/NME1/LDHA/MRPL23",0.249246554383295
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",200,0.432140930727882,1.02828521343045,0.441295546558704,0.65359477124183,0.65359477124183,5766,"tags=36%, list=16%, signal=31%","KCNH2/CDH4/NRXN2/VWF/ADAMTS5/CD34/CX3CL1/PKD1/LAMC2/AMIGO1/FLNC/ITGA9/LAMA3/EGFR/PPP2R2C/ICAM5/MYH10/NLGN3/TMEM8B/TRO/SDC3/PECAM1/COL17A1/SLIT2/NRTN/CLDN5/NECTIN1/CDH6/PCDH1/AMH/EPB41L2/ADRA1B/BAIAP2/GNAI1/NEGR1/COL9A1/ICAM2/RASA1/PIK3R3/TJP1/PLCG1/CLDN15/JUP/CLDN4/CDH8/WASL/TAOK2/SRC/TUBG1/JAM3/FBN1/NLGN2/MDK/SGCE/CLDN18/WNK4/AKT2/ADAM23/TSC1/MAPK14/NF1/SPEG/INSIG1/EXOC4/MAP3K20/MAP4K2/SORBS3/CTNNA1/PARD6G/AKT3/CRAT/ACTN4",0.0519512476197082
"HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TGF_BETA_SIGNALING",54,0.473075304748421,1.02442459219529,0.444444444444444,0.65359477124183,0.65359477124183,7531,"tags=44%, list=21%, signal=35%","SMAD3/SMURF2/SPTBN1/KLF10/HIPK2/LEFTY2/APC/SMAD6/SMAD1/SKI/BMPR1A/TRIM33/TJP1/ARID4B/SMURF1/THBS1/BMPR2/MAP3K7/JUNB/FNTA/SMAD7/CDH1/PPM1A/XIAP",0.0573667426768556
"HALLMARK_HEME_METABOLISM","HALLMARK_HEME_METABOLISM",196,0.425607700322158,1.01789308210704,0.465045592705167,0.664350846721667,0.664350846721667,8264,"tags=41%, list=23%, signal=32%","ABCG2/HBB/ALDH1L1/TNS1/BTG2/RAP1GAP/OSBP2/ANK1/BCAM/PRDX2/IGSF3/E2F2/BTRC/EPOR/ADD1/DAAM1/LPIN2/ARHGEF12/SYNJ1/SLC30A1/KLF3/NR3C1/SEC14L1/TRAK2/H1-0/RANBP10/NNT/EZH1/XPO7/TNRC6B/CDC27/TAL1/VEZF1/CLCN3/ALDH6A1/KDM7A/RNF123/TENT5C/MARK3/DCAF10/KAT2B/TFDP2/TMCC2/KHNYN/GLRX5/NEK7/ACSL6/MARCHF8/SPTA1/FOXJ2/SELENBP1/ACKR1/ISCA1/SLC22A4/CTSE/RNF19A/MYL4/RAD23A/SLC4A1/GAPVD1/DMTN/BACH1/ALAD/MKRN1/PSMD9/ARL2BP/NFE2L1/GYPE/ATG4A/CA2/EPB41/DCUN1D1/ATP6V0A1/FBXO34/DCAF11/SMOX/ALAS2/PPP2R5B/CCND3/RBM5/FECH",0.0495901956956338
"HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_DN",200,0.425346283979255,1.01211725921624,0.478744939271255,0.664923526765632,0.664923526765632,4389,"tags=23%, list=12%, signal=20%","CNTFR/ZBTB16/HSD11B2/FGFR3/TCF7L1/BTG2/NR4A2/GPRC5C/EFHD1/KLHDC8A/CELSR2/TGFB2/MTHFR/STAG3/CPB1/MAST3/PRKN/KMT2D/RYR1/LFNG/CPEB3/RIBC2/C5/GPR19/CPA2/DCC/KCNQ2/SNN/EDAR/SELENOP/PDK2/BARD1/EDN1/YPEL1/CKM/ARPP21/ASB7/SLC25A23/YBX2/GPR3/ZNF112/TENT5C/SLC38A3/ADRA2C/SYNPO/PLAG1",0.0482149710025564
