"Sample","Score"
"GSM4837048",-0.470942529035167
"GSM4837049",0.330387836309599
"GSM4837050",0.0659656555035977
"GSM4837051",-0.397757342144249
"GSM4837052",-0.16175393596188
"GSM4837053",-0.19258609395568
"GSM4837054",-0.371267035656014
"GSM4837055",-0.368633464142547
"GSM4837056",-0.744077592743471
"GSM4837057",1.51950280903292
"GSM4837058",-0.329059697960134
"GSM4837059",-0.0936385487573477
"GSM4837060",0.23916368266811
"GSM4837061",0.449623820096421
"GSM4837062",0.824120062504115
"GSM4837063",-0.32553629549725
"GSM4837064",-0.782344970530635
"GSM4837065",0.158374603609926
"GSM4837066",-0.0685298821848092
"GSM4837067",-0.165098963296196
"GSM4837068",0.218564801458095
"GSM4837069",-0.697603869084344
"GSM4837070",-0.335663300698807
"GSM4837071",0.18867551015193
"GSM4837072",-0.545995866046868
"GSM4837073",-0.362159176385426
"GSM4837074",0.684619223309012
"GSM4837075",-0.308024616379719
"GSM4837076",0.0353375213273387
"GSM4837077",0.575596564351656
"GSM4837078",0.761098186844568
"GSM4837079",0.152897335633306
"GSM4837080",0.290139706385322
"GSM4837081",-0.33160870987151
"GSM4837082",-0.545571724960386
"GSM4837083",-0.040321811265794
"GSM4837084",0.222372468988267
"GSM4837085",0.099280038927299
"GSM4837086",0.278873845494321
"GSM4837087",-0.491346729330333
"GSM4837088",0.160358186662316
"GSM4837089",0.307991052801206
"GSM4837090",-0.959095371599495
"GSM4837091",0.288095783960604
"GSM4837092",1.23757883146813
